customer_id,recency,frequency,monetary,R_score,F_score,M_score,segment,primary_country,total_transactions,unique_invoices,unique_products,first_purchase,last_purchase,customer_lifespan_days
15320,43,1,267.13,4,1,1,Potential Loyalists,UNITED KINGDOM,36,1,36,2011-10-26 13:27:00,2011-10-26 13:27:00,0
15321,70,12,6709.73,3,5,5,Big Spenders,UNITED KINGDOM,309,12,242,2010-02-03 09:47:00,2011-09-30 09:40:00,603
15322,85,2,1390.86,3,2,4,Big Spenders,UNITED KINGDOM,83,2,76,2010-08-20 13:10:00,2011-09-15 09:34:00,390
15323,562,3,434.6,1,3,2,At Risk,UNITED KINGDOM,29,3,29,2010-02-16 09:21:00,2010-05-26 10:01:00,99
15324,700,1,140.22,1,1,1,Lost,UNITED KINGDOM,8,1,8,2010-01-07 14:37:00,2010-01-07 14:37:00,0
15325,103,8,1601.46,3,4,4,Big Spenders,UNITED KINGDOM,224,8,164,2010-02-16 13:30:00,2011-08-28 11:55:00,557
15326,333,5,1700.52,2,4,4,At Risk,UNITED KINGDOM,129,5,94,2009-12-01 13:19:00,2011-01-10 11:38:00,404
15327,52,1,208.75,4,1,1,Potential Loyalists,UNITED KINGDOM,10,1,10,2011-10-18 11:55:00,2011-10-18 11:55:00,0
15328,407,1,107.24,2,1,1,Lost,UNITED KINGDOM,8,1,8,2010-10-28 09:05:00,2010-10-28 09:05:00,0
15329,38,11,2958.83,4,5,5,Champions,UNITED KINGDOM,154,11,98,2009-12-14 12:18:00,2011-10-31 15:36:00,686
15330,31,2,714.96,4,2,3,Potential Loyalists,UNITED KINGDOM,13,2,10,2011-10-10 12:30:00,2011-11-07 17:50:00,28
15331,499,3,767.91,1,3,3,At Risk,UNITED KINGDOM,44,3,41,2010-04-09 14:26:00,2010-07-28 09:42:00,109
15332,365,6,4892.68,2,4,5,At Risk,LITHUANIA,154,6,113,2010-07-14 13:01:00,2010-12-08 14:43:00,147
15333,207,1,1028.56,2,1,3,Lost,UNITED KINGDOM,16,1,16,2011-05-15 13:27:00,2011-05-15 13:27:00,0
15334,156,3,347.87,3,3,2,Loyal Customers,UNITED KINGDOM,97,3,66,2011-06-19 13:51:00,2011-07-06 11:22:00,16
15335,53,1,170.22,4,1,1,Potential Loyalists,UNITED KINGDOM,35,1,34,2011-10-17 12:50:00,2011-10-17 12:50:00,0
15336,401,1,240.5,2,1,1,Lost,UNITED KINGDOM,15,1,15,2010-11-03 12:39:00,2010-11-03 12:39:00,0
15337,410,1,373.02,1,1,2,Lost,UNITED KINGDOM,21,1,21,2010-10-24 15:29:00,2010-10-24 15:29:00,0
15338,676,1,277.93,1,1,1,Lost,UNITED KINGDOM,58,1,56,2010-01-31 14:25:00,2010-01-31 14:25:00,0
15339,65,7,1821.02,3,4,4,Big Spenders,UNITED KINGDOM,220,7,162,2010-02-08 13:38:00,2011-10-04 12:51:00,602
15340,561,1,105.5,1,1,1,Lost,UNITED KINGDOM,7,1,7,2010-05-27 10:27:00,2010-05-27 10:27:00,0
15341,80,2,2402.72,3,2,4,Big Spenders,UNITED KINGDOM,24,2,22,2010-09-16 16:41:00,2011-09-20 09:40:00,368
15342,129,1,406.09,3,1,2,Potential Loyalists,UNITED KINGDOM,24,1,24,2011-08-02 10:19:00,2011-08-02 10:19:00,0
15343,86,1,364.5,3,1,2,Potential Loyalists,UNITED KINGDOM,21,1,21,2011-09-13 13:55:00,2011-09-13 13:55:00,0
15344,0,3,563.94,5,3,2,Loyal Customers,UNITED KINGDOM,26,3,21,2011-09-26 14:48:00,2011-12-09 10:45:00,73
15345,45,1,393.54,4,1,2,Potential Loyalists,UNITED KINGDOM,20,1,20,2011-10-25 11:28:00,2011-10-25 11:28:00,0
15346,332,3,596.12,2,3,2,At Risk,UNITED KINGDOM,37,3,36,2010-10-04 15:11:00,2011-01-11 11:18:00,98
15347,365,4,1162.0,2,3,3,At Risk,UNITED KINGDOM,36,4,29,2010-09-28 12:50:00,2010-12-08 15:25:00,71
15348,71,1,158.04,3,1,1,Potential Loyalists,UNITED KINGDOM,9,1,9,2011-09-28 13:17:00,2011-09-28 13:17:00,0
15349,157,2,463.91,3,2,2,Potential Loyalists,UNITED KINGDOM,71,2,65,2011-06-05 15:46:00,2011-07-04 16:06:00,29
15350,372,2,547.6,2,2,2,At Risk,UNITED KINGDOM,30,2,26,2010-11-21 15:14:00,2010-12-01 13:33:00,9
15351,11,10,3430.22,5,5,5,Champions,UNITED KINGDOM,314,10,201,2010-10-03 12:18:00,2011-11-27 12:52:00,420
15352,548,1,111.15,1,1,1,Lost,UNITED KINGDOM,34,1,34,2010-06-09 11:28:00,2010-06-09 11:28:00,0
15353,254,7,2794.47,2,4,4,At Risk,UNITED KINGDOM,360,7,274,2009-12-02 11:33:00,2011-03-30 12:15:00,483
15355,28,2,277.05,4,2,1,Potential Loyalists,UNITED KINGDOM,14,2,9,2011-10-17 15:22:00,2011-11-10 13:44:00,23
15356,30,13,3239.57,4,5,5,Champions,UNITED KINGDOM,669,13,290,2010-10-13 13:12:00,2011-11-08 13:11:00,390
15358,4,42,16425.86,5,5,5,Champions,UNITED KINGDOM,1089,42,359,2009-12-07 12:19:00,2011-12-05 09:04:00,727
15359,662,8,181.35,1,4,1,At Risk,UNITED KINGDOM,16,8,10,2010-01-15 11:30:00,2010-02-15 10:47:00,30
15360,39,1,427.93,4,1,2,Potential Loyalists,UNITED KINGDOM,13,1,13,2011-10-31 09:35:00,2011-10-31 09:35:00,0
15361,361,4,689.07,2,3,3,At Risk,UNITED KINGDOM,10,4,10,2010-06-14 13:27:00,2010-12-13 09:52:00,181
15362,448,2,613.08,1,2,3,At Risk,UNITED KINGDOM,40,2,38,2009-12-01 09:08:00,2010-09-17 10:37:00,290
15363,372,2,678.11,2,2,3,At Risk,UNITED KINGDOM,35,2,32,2010-08-04 08:41:00,2010-12-02 12:28:00,120
15364,95,2,913.19,3,2,3,Potential Loyalists,UNITED KINGDOM,29,2,29,2011-03-30 13:39:00,2011-09-05 09:46:00,158
15365,25,13,4557.13,4,5,5,Champions,UNITED KINGDOM,218,13,126,2010-02-04 16:43:00,2011-11-14 08:29:00,647
15366,74,7,2389.08,3,4,4,Big Spenders,UNITED KINGDOM,138,7,86,2010-02-26 10:10:00,2011-09-25 15:01:00,576
15367,56,11,5081.33,4,5,5,Champions,UNITED KINGDOM,279,11,214,2009-12-10 14:20:00,2011-10-13 14:13:00,671
15368,20,2,722.74,4,2,3,Potential Loyalists,UNITED KINGDOM,8,2,8,2010-11-10 15:52:00,2011-11-18 14:42:00,372
15369,491,11,6251.26,1,5,5,At Risk,UNITED KINGDOM,59,11,44,2009-12-08 07:43:00,2010-08-04 13:54:00,239
15370,40,8,3739.01,4,4,5,Champions,UNITED KINGDOM,144,8,90,2010-10-25 12:08:00,2011-10-30 10:58:00,369
15371,661,1,59.4,1,1,1,Lost,UNITED KINGDOM,1,1,1,2010-02-15 13:14:00,2010-02-15 13:14:00,0
15372,136,8,6017.06,3,4,5,Big Spenders,UNITED KINGDOM,57,8,45,2010-02-14 11:24:00,2011-07-25 16:39:00,526
15373,7,17,3084.54,5,5,5,Champions,UNITED KINGDOM,189,17,107,2010-05-02 11:57:00,2011-12-01 15:05:00,578
15374,128,2,307.32,3,2,2,Potential Loyalists,UNITED KINGDOM,10,2,8,2010-03-25 12:03:00,2011-08-03 09:59:00,495
15375,689,1,60.96,1,1,1,Lost,UNITED KINGDOM,6,1,6,2010-01-18 15:38:00,2010-01-18 15:38:00,0
15376,39,3,1221.56,4,3,4,Big Spenders,UNITED KINGDOM,116,3,100,2011-05-01 13:45:00,2011-10-30 15:04:00,182
15377,382,4,1211.75,2,3,4,At Risk,UNITED KINGDOM,21,4,15,2010-10-20 11:42:00,2010-11-22 08:55:00,32
15378,462,2,246.5,1,2,1,At Risk,UNITED KINGDOM,12,2,8,2010-07-26 08:47:00,2010-09-03 11:30:00,39
15379,168,8,4877.84,3,4,5,Big Spenders,UNITED KINGDOM,263,8,177,2010-11-04 11:59:00,2011-06-23 13:13:00,231
15380,8,11,3248.96,5,5,5,Champions,UNITED KINGDOM,52,11,27,2009-12-01 13:50:00,2011-12-01 12:13:00,729
15381,213,5,1890.57,2,4,4,At Risk,UNITED KINGDOM,24,5,20,2010-05-05 14:35:00,2011-05-10 11:55:00,369
15382,14,12,13733.55,5,5,5,Champions,UNITED KINGDOM,632,12,315,2009-12-04 14:13:00,2011-11-25 10:58:00,720
15384,169,4,2027.79,3,3,4,Big Spenders,UNITED KINGDOM,118,4,83,2010-04-26 12:38:00,2011-06-23 10:57:00,422
15385,39,3,942.08,4,3,3,Loyal Customers,UNITED KINGDOM,21,3,18,2010-01-31 13:02:00,2011-10-30 15:11:00,637
15386,185,1,394.14,3,1,2,Potential Loyalists,UNITED KINGDOM,31,1,31,2011-06-06 13:47:00,2011-06-06 13:47:00,0
15387,491,1,468.65,1,1,2,Lost,UNITED KINGDOM,20,1,20,2010-08-04 16:05:00,2010-08-04 16:05:00,0
15388,269,1,140.54,2,1,1,Lost,CANADA,10,1,10,2011-03-14 13:53:00,2011-03-14 13:53:00,0
15389,171,5,2733.8,3,4,4,Big Spenders,UNITED KINGDOM,6,5,2,2010-01-27 12:44:00,2011-06-20 16:18:00,509
15390,395,2,1216.66,2,2,4,At Risk,CANADA,77,2,77,2010-10-26 17:23:00,2010-11-08 15:19:00,12
15391,583,1,289.87,1,1,2,Lost,UNITED KINGDOM,12,1,12,2010-05-04 15:04:00,2010-05-04 15:04:00,0
15392,4,7,2911.62,5,4,5,Champions,UNITED KINGDOM,144,7,100,2010-10-04 12:50:00,2011-12-05 11:01:00,426
15393,15,5,891.34,5,4,3,Champions,UNITED KINGDOM,44,5,37,2009-12-15 17:56:00,2011-11-23 16:48:00,707
15394,9,11,5286.8,5,5,5,Champions,UNITED KINGDOM,227,11,129,2009-12-15 19:05:00,2011-11-30 11:49:00,714
15395,325,1,107.45,2,1,1,Lost,UNITED KINGDOM,7,1,7,2011-01-18 12:40:00,2011-01-18 12:40:00,0
15396,112,2,796.38,3,2,3,Potential Loyalists,UNITED KINGDOM,16,2,16,2010-05-05 09:04:00,2011-08-19 10:56:00,471
15397,289,1,94.0,2,1,1,Lost,UNITED KINGDOM,6,1,6,2011-02-23 09:25:00,2011-02-23 09:25:00,0
15398,15,2,1345.53,5,2,4,Big Spenders,UNITED KINGDOM,73,2,60,2011-09-22 14:56:00,2011-11-23 16:47:00,62
15399,0,3,815.77,5,3,3,Loyal Customers,UNITED KINGDOM,50,3,45,2011-09-21 15:57:00,2011-12-08 13:04:00,77
15400,91,8,1302.3,3,4,4,Big Spenders,UNITED KINGDOM,27,8,16,2010-05-28 08:33:00,2011-09-08 13:57:00,468
15401,451,2,216.95,1,2,1,At Risk,UNITED KINGDOM,14,2,14,2010-05-20 10:56:00,2010-09-13 13:42:00,116
15402,148,6,1830.12,3,4,4,Big Spenders,UNITED KINGDOM,130,6,78,2010-04-27 12:12:00,2011-07-14 12:17:00,443
15403,491,2,170.88,1,2,1,At Risk,UNITED KINGDOM,8,2,6,2009-12-09 12:45:00,2010-08-05 12:21:00,238
15404,375,1,257.06,2,1,1,Lost,UNITED KINGDOM,16,1,16,2010-11-29 11:03:00,2010-11-29 11:03:00,0
15405,188,2,659.84,2,2,3,At Risk,UNITED KINGDOM,30,2,29,2010-05-12 15:56:00,2011-06-03 14:44:00,386
15406,30,4,975.87,4,3,3,Loyal Customers,UNITED KINGDOM,122,4,108,2010-09-12 13:06:00,2011-11-08 13:22:00,422
15407,33,4,1046.74,4,3,3,Loyal Customers,UNITED KINGDOM,148,4,142,2011-02-07 13:18:00,2011-11-06 11:55:00,271
15408,263,1,267.18,2,1,1,Lost,UNITED KINGDOM,34,1,34,2011-03-20 15:02:00,2011-03-20 15:02:00,0
15409,720,1,131.25,1,1,1,Lost,UNITED KINGDOM,9,1,9,2009-12-18 15:35:00,2009-12-18 15:35:00,0
15410,83,10,4685.72,3,5,5,Big Spenders,UNITED KINGDOM,162,10,80,2010-04-19 08:57:00,2011-09-16 14:47:00,515
15411,25,4,1348.93,4,3,4,Big Spenders,UNITED KINGDOM,98,4,86,2011-06-10 12:30:00,2011-11-13 15:19:00,156
15412,170,1,190.53,3,1,1,Potential Loyalists,UNITED KINGDOM,10,1,10,2011-06-21 15:24:00,2011-06-21 15:24:00,0
15413,691,5,6798.72,1,4,5,At Risk,UNITED KINGDOM,25,5,20,2009-12-01 10:18:00,2010-01-17 11:33:00,47
15414,9,3,774.9,5,3,3,Loyal Customers,UNITED KINGDOM,39,3,37,2011-04-11 13:45:00,2011-11-30 09:50:00,232
15415,312,1,559.61,2,1,2,Lost,UNITED KINGDOM,47,1,46,2011-01-30 14:13:00,2011-01-30 14:13:00,0
15416,64,7,4572.82,3,4,5,Big Spenders,UNITED KINGDOM,228,7,189,2010-02-01 11:55:00,2011-10-06 09:38:00,611
15417,84,1,508.8,3,1,2,Potential Loyalists,UNITED KINGDOM,28,1,28,2011-09-15 15:26:00,2011-09-15 15:26:00,0
15418,424,2,449.42,1,2,2,At Risk,UNITED KINGDOM,68,2,64,2010-05-02 11:31:00,2010-10-10 13:38:00,161
15419,24,1,135.86,4,1,1,Potential Loyalists,UNITED KINGDOM,8,1,8,2011-11-15 09:23:00,2011-11-15 09:23:00,0
15420,433,6,743.0,1,4,3,At Risk,UNITED KINGDOM,56,6,52,2009-12-05 13:29:00,2010-10-01 15:46:00,300
15421,58,10,3805.34,4,5,5,Champions,UNITED KINGDOM,316,10,170,2009-12-07 15:10:00,2011-10-12 09:20:00,673
15422,322,7,1619.97,2,4,4,At Risk,UNITED KINGDOM,120,7,80,2010-02-07 11:52:00,2011-01-20 16:17:00,347
15423,37,3,266.89,4,3,1,Loyal Customers,UNITED KINGDOM,14,3,13,2010-03-28 13:42:00,2011-11-01 14:01:00,583
15424,253,3,597.78,2,3,2,At Risk,UNITED KINGDOM,33,3,33,2010-09-02 17:17:00,2011-03-30 13:02:00,208
15425,399,4,1941.12,2,3,4,At Risk,UNITED KINGDOM,143,4,114,2010-02-14 12:36:00,2010-11-04 18:13:00,263
15426,18,9,2156.35,5,5,4,Champions,UNITED KINGDOM,429,9,327,2010-05-02 15:10:00,2011-11-20 15:36:00,567
15427,32,3,1430.54,4,3,4,Big Spenders,UNITED KINGDOM,292,3,233,2011-10-23 14:47:00,2011-11-06 14:29:00,13
15428,14,4,762.75,5,3,3,Loyal Customers,UNITED KINGDOM,44,4,39,2009-12-17 17:46:00,2011-11-24 16:54:00,706
15429,26,2,397.35,4,2,2,Potential Loyalists,UNITED KINGDOM,82,2,77,2011-09-25 13:42:00,2011-11-13 12:28:00,48
15430,467,2,954.75,1,2,3,At Risk,UNITED KINGDOM,36,2,36,2010-06-29 15:04:00,2010-08-29 10:42:00,60
15431,502,1,153.24,1,1,1,Lost,UNITED KINGDOM,2,1,2,2010-07-25 12:44:00,2010-07-25 12:44:00,0
15432,22,2,320.76,4,2,2,Potential Loyalists,UNITED KINGDOM,16,2,16,2010-06-16 14:34:00,2011-11-16 16:30:00,518
15433,213,2,533.3,2,2,2,At Risk,UNITED KINGDOM,41,2,40,2011-03-17 14:12:00,2011-05-10 10:45:00,53
15434,7,11,2567.06,5,5,4,Champions,UNITED KINGDOM,134,11,82,2010-01-24 15:35:00,2011-12-01 13:33:00,675
15435,21,1,149.29,4,1,1,Potential Loyalists,UNITED KINGDOM,29,1,29,2011-11-17 16:39:00,2011-11-17 16:39:00,0
15436,11,3,1067.75,5,3,3,Loyal Customers,UNITED KINGDOM,291,3,243,2011-04-19 16:52:00,2011-11-27 16:05:00,221
15437,261,2,393.45,2,2,2,At Risk,UNITED KINGDOM,57,2,56,2010-03-09 10:45:00,2011-03-22 13:11:00,378
15438,130,1,156.58,3,1,1,Potential Loyalists,UNITED KINGDOM,25,1,25,2011-07-31 14:19:00,2011-07-31 14:19:00,0
15439,404,4,1269.05,2,3,4,At Risk,UNITED KINGDOM,57,4,49,2010-02-24 12:05:00,2010-10-31 10:38:00,248
15440,54,3,383.68,4,3,2,Loyal Customers,UNITED KINGDOM,62,3,50,2011-05-15 11:30:00,2011-10-16 12:16:00,154
15441,395,3,1254.21,2,3,4,At Risk,UNITED KINGDOM,57,3,45,2009-12-09 14:55:00,2010-11-08 15:50:00,334
15442,248,1,594.0,2,1,2,Lost,UNITED KINGDOM,2,1,2,2011-04-05 12:24:00,2011-04-05 12:24:00,0
15443,1,14,5114.23,5,5,5,Champions,UNITED KINGDOM,625,14,408,2010-03-07 12:10:00,2011-12-08 10:40:00,640
15444,8,2,1411.21,5,2,4,Big Spenders,UNITED KINGDOM,214,2,191,2011-10-30 16:12:00,2011-11-30 17:37:00,31
15445,263,2,284.5,2,2,2,At Risk,UNITED KINGDOM,14,2,12,2010-04-28 15:00:00,2011-03-20 15:06:00,326
15446,376,3,396.75,2,3,2,At Risk,UNITED KINGDOM,111,3,89,2009-12-13 13:53:00,2010-11-28 11:59:00,349
15447,330,5,492.88,2,4,2,At Risk,UNITED KINGDOM,29,5,27,2010-03-24 14:40:00,2011-01-13 11:26:00,294
15448,312,2,788.81,2,2,3,At Risk,UNITED KINGDOM,49,2,49,2010-02-03 13:29:00,2011-01-31 10:42:00,361
15449,25,3,974.52,4,3,3,Loyal Customers,UNITED KINGDOM,60,3,47,2011-03-23 10:43:00,2011-11-13 15:02:00,235
15450,29,1,429.84,4,1,2,Potential Loyalists,UNITED KINGDOM,30,1,30,2011-11-09 17:11:00,2011-11-09 17:11:00,0
15451,433,2,226.86,1,2,1,At Risk,UNITED KINGDOM,60,2,56,2010-04-19 14:08:00,2010-10-01 13:40:00,164
15452,29,6,1785.11,4,4,4,Champions,UNITED KINGDOM,199,6,158,2010-07-16 14:23:00,2011-11-10 12:13:00,481
15453,1,7,1371.77,5,4,4,Champions,UNITED KINGDOM,279,7,169,2011-06-05 12:37:00,2011-12-08 10:59:00,185
15454,361,2,303.89,2,2,2,At Risk,UNITED KINGDOM,39,2,34,2010-03-31 13:15:00,2010-12-12 14:21:00,256
15455,597,1,38.25,1,1,1,Lost,UNITED KINGDOM,2,1,2,2010-04-21 12:43:00,2010-04-21 12:43:00,0
15456,282,10,2091.52,2,5,4,At Risk,UNITED KINGDOM,227,10,128,2009-12-08 12:54:00,2011-03-01 13:51:00,448
15457,261,1,237.07,2,1,1,Lost,UNITED KINGDOM,58,1,56,2011-03-22 15:31:00,2011-03-22 15:31:00,0
15458,24,2,370.44,4,2,2,Potential Loyalists,UNITED KINGDOM,13,2,13,2010-11-02 19:50:00,2011-11-14 13:08:00,376
15459,416,2,202.83,1,2,1,At Risk,UNITED KINGDOM,7,2,6,2010-07-30 14:31:00,2010-10-18 15:25:00,80
15460,353,1,214.26,2,1,1,Lost,UNITED KINGDOM,56,1,53,2010-12-20 16:08:00,2010-12-20 16:08:00,0
15461,460,2,429.7,1,2,2,At Risk,UNITED KINGDOM,2,2,1,2010-03-18 12:40:00,2010-09-05 12:31:00,170
15462,93,4,737.05,3,3,3,Loyal Customers,UNITED KINGDOM,41,4,32,2010-09-20 10:23:00,2011-09-06 13:11:00,351
15463,28,1,126.14,4,1,1,Potential Loyalists,UNITED KINGDOM,7,1,7,2011-11-10 12:57:00,2011-11-10 12:57:00,0
15464,337,1,1044.65,2,1,3,Lost,UNITED KINGDOM,155,1,155,2011-01-05 15:56:00,2011-01-05 15:56:00,0
15465,19,32,12100.4,4,5,5,Champions,UNITED KINGDOM,255,32,94,2009-12-10 09:42:00,2011-11-20 10:11:00,710
15466,84,4,1560.46,3,3,4,Big Spenders,UNITED KINGDOM,262,4,211,2009-12-03 12:28:00,2011-09-15 14:08:00,651
15467,8,3,524.88,5,3,2,Loyal Customers,UNITED KINGDOM,52,3,41,2011-07-10 14:42:00,2011-11-30 14:17:00,142
15468,50,3,1430.48,4,3,4,Big Spenders,UNITED KINGDOM,80,3,80,2010-11-12 09:39:00,2011-10-19 13:49:00,341
15469,49,3,874.25,4,3,3,Loyal Customers,UNITED KINGDOM,43,3,38,2010-09-27 10:09:00,2011-10-20 16:21:00,388
15470,575,1,63.42,1,1,1,Lost,UNITED KINGDOM,4,1,4,2010-05-13 09:35:00,2010-05-13 09:35:00,0
15471,1,3,1292.01,5,3,4,Big Spenders,UNITED KINGDOM,155,3,122,2010-06-07 12:17:00,2011-12-07 14:12:00,548
15472,112,1,371.56,3,1,2,Potential Loyalists,UNITED KINGDOM,76,1,76,2011-08-18 15:17:00,2011-08-18 15:17:00,0
15473,13,8,2046.0,5,4,4,Champions,UNITED KINGDOM,14,8,5,2010-09-21 09:14:00,2011-11-25 15:15:00,430
15474,595,1,150.35,1,1,1,Lost,UNITED KINGDOM,19,1,19,2010-04-23 11:14:00,2010-04-23 11:14:00,0
15475,76,1,454.11,3,1,2,Potential Loyalists,UNITED KINGDOM,29,1,29,2011-09-23 15:20:00,2011-09-23 15:20:00,0
15476,379,4,2209.98,2,3,4,At Risk,UNITED KINGDOM,79,4,67,2010-09-23 14:00:00,2010-11-24 15:17:00,62
15477,649,1,368.4,1,1,2,Lost,UNITED KINGDOM,2,1,2,2010-02-28 10:37:00,2010-02-28 10:37:00,0
15478,39,3,1940.98,4,3,4,Big Spenders,UNITED KINGDOM,67,3,52,2010-05-13 18:49:00,2011-10-30 14:19:00,534
15479,732,1,147.4,1,1,1,Lost,UNITED KINGDOM,9,1,9,2009-12-06 15:08:00,2009-12-06 15:08:00,0
15480,115,3,3592.25,3,3,5,Big Spenders,MALTA,213,3,198,2010-02-01 14:52:00,2011-08-15 14:32:00,559
15481,400,1,1993.34,2,1,4,Big Spenders,NORWAY,38,1,38,2010-11-03 14:52:00,2010-11-03 14:52:00,0
15482,15,18,14377.36,5,5,5,Champions,UNITED KINGDOM,147,18,73,2009-12-02 16:59:00,2011-11-24 10:46:00,721
15483,160,10,810.68,3,5,3,Loyal Customers,UNITED KINGDOM,268,10,215,2010-01-24 15:42:00,2011-07-01 13:07:00,522
15484,0,6,4652.1,5,4,5,Champions,UNITED KINGDOM,240,6,180,2009-12-05 15:18:00,2011-12-08 15:03:00,732
15485,29,7,4810.92,4,4,5,Champions,UNITED KINGDOM,137,7,80,2009-12-01 17:31:00,2011-11-09 14:31:00,707
15486,526,1,102.0,1,1,1,Lost,UNITED KINGDOM,1,1,1,2010-06-30 13:15:00,2010-06-30 13:15:00,0
15487,679,1,231.32,1,1,1,Lost,UNITED KINGDOM,14,1,14,2010-01-29 12:07:00,2010-01-29 12:07:00,0
15488,92,5,431.92,3,4,2,Loyal Customers,UNITED KINGDOM,11,5,10,2010-05-05 13:03:00,2011-09-08 10:11:00,490
15489,22,8,2419.61,4,4,4,Champions,UNITED KINGDOM,114,8,75,2010-01-15 16:58:00,2011-11-17 08:53:00,670
15490,429,1,210.85,1,1,1,Lost,UNITED KINGDOM,25,1,22,2010-10-05 13:11:00,2010-10-05 13:11:00,0
15491,94,6,3100.09,3,4,5,Big Spenders,UNITED KINGDOM,154,6,108,2011-04-18 10:04:00,2011-09-05 15:56:00,140
15492,27,2,659.46,4,2,3,Potential Loyalists,UNITED KINGDOM,35,2,32,2011-09-26 14:02:00,2011-11-11 14:53:00,46
15493,32,9,4113.19,4,5,5,Champions,UNITED KINGDOM,611,9,288,2010-02-23 11:14:00,2011-11-07 12:04:00,622
15494,20,5,3702.6,4,4,5,Champions,UNITED KINGDOM,368,5,307,2009-12-10 20:16:00,2011-11-18 14:51:00,707
15495,378,1,246.5,2,1,1,Lost,UNITED KINGDOM,20,1,20,2010-11-25 13:46:00,2010-11-25 13:46:00,0
15496,630,1,146.14,1,1,1,Lost,UNITED KINGDOM,22,1,22,2010-03-18 13:16:00,2010-03-18 13:16:00,0
15497,17,9,8657.39,5,5,5,Champions,UNITED KINGDOM,121,9,66,2009-12-18 15:08:00,2011-11-22 11:51:00,703
15498,2,44,24972.86,5,5,5,Champions,UNITED KINGDOM,941,44,597,2009-12-16 17:27:00,2011-12-07 12:48:00,720
15499,723,1,158.65,1,1,1,Lost,UNITED KINGDOM,41,1,40,2009-12-16 12:17:00,2009-12-16 12:17:00,0
15500,7,4,1131.56,5,3,3,Loyal Customers,UNITED KINGDOM,68,4,64,2011-09-19 13:47:00,2011-12-01 13:47:00,73
15501,404,2,399.95,2,2,2,At Risk,UNITED KINGDOM,69,2,64,2010-10-20 12:47:00,2010-10-31 11:15:00,10
15502,15,12,9542.92,5,5,5,Champions,UNITED KINGDOM,326,12,230,2010-06-03 11:12:00,2011-11-24 12:48:00,539
15503,362,2,257.3,2,2,1,At Risk,UNITED KINGDOM,117,2,112,2009-12-13 11:34:00,2010-12-12 10:57:00,363
15504,80,4,391.45,3,3,2,Loyal Customers,UNITED KINGDOM,63,4,41,2010-02-12 12:34:00,2011-09-19 13:45:00,584
15505,52,5,3610.96,4,4,5,Champions,UNITED KINGDOM,97,5,90,2011-07-07 13:33:00,2011-10-18 07:56:00,102
15506,22,6,2030.33,4,4,4,Champions,UNITED KINGDOM,273,6,180,2010-08-19 12:38:00,2011-11-17 12:11:00,454
15507,171,1,475.86,3,1,2,Potential Loyalists,UNITED KINGDOM,45,1,41,2011-06-21 11:19:00,2011-06-21 11:19:00,0
15508,188,6,1000.27,2,4,3,At Risk,UNITED KINGDOM,92,6,78,2011-04-18 15:31:00,2011-06-03 15:43:00,46
15509,379,1,152.41,2,1,1,Lost,UNITED KINGDOM,26,1,26,2010-11-24 14:48:00,2010-11-24 14:48:00,0
15510,330,1,250.0,2,1,1,Lost,UNITED KINGDOM,1,1,1,2011-01-13 12:10:00,2011-01-13 12:10:00,0
15511,11,5,900.53,5,4,3,Champions,UNITED KINGDOM,158,5,117,2011-09-15 15:05:00,2011-11-28 09:43:00,73
15512,155,4,331.58,3,3,2,Loyal Customers,UNITED KINGDOM,32,4,29,2010-02-01 13:23:00,2011-07-07 10:20:00,520
15513,32,35,26437.05,4,5,5,Champions,UNITED KINGDOM,547,35,278,2010-01-13 14:59:00,2011-11-06 14:36:00,661
15514,11,18,6388.28,5,5,5,Champions,UNITED KINGDOM,316,18,170,2009-12-04 16:37:00,2011-11-27 14:40:00,722
15515,386,1,171.81,2,1,1,Lost,UNITED KINGDOM,7,1,7,2010-11-17 13:39:00,2010-11-17 13:39:00,0
15516,44,3,62.43,4,3,1,Loyal Customers,UNITED KINGDOM,15,3,15,2011-10-24 11:33:00,2011-10-26 10:51:00,1
15517,232,1,267.03,2,1,1,Lost,UNITED KINGDOM,27,1,27,2011-04-20 14:02:00,2011-04-20 14:02:00,0
15518,63,15,4189.99,3,5,5,Big Spenders,UNITED KINGDOM,448,15,250,2009-12-20 12:21:00,2011-10-06 13:05:00,655
15519,382,2,344.61,2,2,2,At Risk,UNITED KINGDOM,37,2,34,2010-09-19 13:57:00,2010-11-21 14:35:00,63
15520,1,1,343.5,5,1,2,Potential Loyalists,UNITED KINGDOM,18,1,18,2011-12-08 10:58:00,2011-12-08 10:58:00,0
15521,39,16,7087.64,4,5,5,Champions,UNITED KINGDOM,401,16,185,2010-01-05 10:19:00,2011-10-30 13:42:00,663
15522,32,2,397.99,4,2,2,Potential Loyalists,UNITED KINGDOM,56,2,47,2011-09-13 12:26:00,2011-11-07 11:26:00,54
15523,83,16,17259.19,3,5,5,Big Spenders,UNITED KINGDOM,212,16,65,2009-12-02 15:16:00,2011-09-16 16:29:00,653
15524,24,2,591.4,4,2,2,Potential Loyalists,UNITED KINGDOM,9,2,9,2010-04-12 09:19:00,2011-11-15 12:09:00,582
15525,1,4,887.72,5,3,3,Loyal Customers,UNITED KINGDOM,179,4,151,2010-11-22 12:10:00,2011-12-07 14:43:00,380
15526,32,2,148.44,4,2,1,Potential Loyalists,UNITED KINGDOM,4,2,4,2011-11-06 15:01:00,2011-11-06 15:04:00,0
